year,report_id,habitat_type,region,sample_date,taxa,value
2019,LBA1,Agriculture,Lower Bypass,3/18/2019,Rare,96.20032116
2019,LBA1,Agriculture,Lower Bypass,3/18/2019,Rotifera,24.05008029
2019,LBA1,Agriculture,Lower Bypass,3/18/2019,Small cladocera,167.6432067
2019,LBA1,Agriculture,Lower Bypass,3/18/2019,Terrestrial insect,1.414710605
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Aquatic insect,0.707355303
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Copepoda,45.62441702
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Ostracoda,1.414710605
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Rare,4.951487118
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Rotifera,4.244131816
2019,LBA2,Agriculture,Lower Bypass,3/18/2019,Small cladocera,13.43975075
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Aquatic insect,4.951487118
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Copepoda,114.591559
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Large cladocera,7.780908329
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Ostracoda,11.31768484
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Rare,96.20032116
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Rotifera,24.05008029
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Small cladocera,167.6432067
2019,LBW1,Wetland,Lower Bypass,3/18/2019,Terrestrial insect,1.414710605
2019,SRC1,River channel,Sacramento River,3/18/2019,Aquatic insect,2.122065908
2019,SRC1,River channel,Sacramento River,3/18/2019,Copepoda,393.8621692
2019,SRC1,River channel,Sacramento River,3/18/2019,Large cladocera,24.28586539
2019,SRC1,River channel,Sacramento River,3/18/2019,Rare,7.780908329
2019,SRC1,River channel,Sacramento River,3/18/2019,Rotifera,5.658842421
2019,SRC1,River channel,Sacramento River,3/18/2019,Small cladocera,28.058427
2019,SRC1,River channel,Sacramento River,3/18/2019,Terrestrial insect,2.829421211
2019,SRC2,River channel,Sacramento River,3/18/2019,Aquatic insect,3.536776513
2019,SRC2,River channel,Sacramento River,3/18/2019,Copepoda,594.1784542
2019,SRC2,River channel,Sacramento River,3/18/2019,Large cladocera,31.83098862
2019,SRC2,River channel,Sacramento River,3/18/2019,Rotifera,14.14710605
2019,SRC2,River channel,Sacramento River,3/18/2019,Small cladocera,127.3239545
2019,SRC2,River channel,Sacramento River,3/18/2019,Terrestrial insect,3.536776513
2019,SRC3,River channel,Sacramento River,3/18/2019,Aquatic insect,8.488263632
2019,SRC3,River channel,Sacramento River,3/18/2019,Copepoda,343.7746771
2019,SRC3,River channel,Sacramento River,3/18/2019,Large cladocera,16.97652726
2019,SRC3,River channel,Sacramento River,3/18/2019,Rare,5.658842421
2019,SRC3,River channel,Sacramento River,3/18/2019,Rotifera,5.658842421
2019,SRC3,River channel,Sacramento River,3/18/2019,Small cladocera,42.44131816
2019,SRC4,River channel,Sacramento River,3/18/2019,Aquatic insect,4.160913545
2019,SRC4,River channel,Sacramento River,3/18/2019,Copepoda,343.2753675
2019,SRC4,River channel,Sacramento River,3/18/2019,Large cladocera,16.64365418
2019,SRC4,River channel,Sacramento River,3/18/2019,Ostracoda,20.80456772
2019,SRC4,River channel,Sacramento River,3/18/2019,Rare,6.241370317
2019,SRC4,River channel,Sacramento River,3/18/2019,Rotifera,22.8850245
2019,SRC4,River channel,Sacramento River,3/18/2019,Small cladocera,162.2756283
2019,SRC4,River channel,Sacramento River,3/18/2019,Terrestrial insect,2.080456772
2019,UBA1,Agriculture,Upper Bypass,3/18/2019,Copepoda,318.3098862
2019,UBA1,Agriculture,Upper Bypass,3/18/2019,Large cladocera,21.22065908
2019,UBA1,Agriculture,Upper Bypass,3/18/2019,Rare,2.357851009
2019,UBA1,Agriculture,Upper Bypass,3/18/2019,Rotifera,195.7016337
2019,UBA1,Agriculture,Upper Bypass,3/18/2019,Small cladocera,99.02974237
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Aquatic insect,6.430502751
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Copepoda,462.9961981
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Large cladocera,70.73553026
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Rare,16.07625688
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Rotifera,83.59653577
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Small cladocera,83.59653577
2019,UBC1,Canal channel,Upper Bypass,3/18/2019,Terrestrial insect,3.215251376
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Aquatic insect,2.02101515
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Copepoda,325.3834392
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Large cladocera,36.37827271
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Rare,12.1260909
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Rotifera,145.5130908
2019,UBW1,Wetland,Upper Bypass,3/18/2019,Small cladocera,181.8913635
2019,BSC1,Canal channel,Butte Sink,3/19/2019,Copepoda,742.7230678
2019,BSC1,Canal channel,Butte Sink,3/19/2019,Large cladocera,265.2582385
2019,BSC1,Canal channel,Butte Sink,3/19/2019,Rotifera,70.73553026
2019,BSC1,Canal channel,Butte Sink,3/19/2019,Small cladocera,3713.615339
2019,BSW1,Wetland,Butte Sink,3/19/2019,Copepoda,13165.65057
2019,BSW1,Wetland,Butte Sink,3/19/2019,Large cladocera,11.78925504
2019,BSW1,Wetland,Butte Sink,3/19/2019,Rotifera,518.7272219
2019,BSW1,Wetland,Butte Sink,3/19/2019,Small cladocera,602.3237577
2019,BSW2,Wetland,Butte Sink,3/19/2019,Copepoda,6012.520072
2019,BSW2,Wetland,Butte Sink,3/19/2019,Large cladocera,3607.512043
2019,BSW2,Wetland,Butte Sink,3/19/2019,Rare,70.73553026
2019,BSW2,Wetland,Butte Sink,3/19/2019,Rotifera,707.3553026
2019,BSW2,Wetland,Butte Sink,3/19/2019,Small cladocera,64157.12595
2019,BSC1,Canal channel,Butte Sink,3/25/2019,Copepoda,1237.87178
2019,BSC1,Canal channel,Butte Sink,3/25/2019,Large cladocera,88.41941283
2019,BSC1,Canal channel,Butte Sink,3/25/2019,Rare,17.68388257
2019,BSC1,Canal channel,Butte Sink,3/25/2019,Rotifera,35.36776513
2019,BSC1,Canal channel,Butte Sink,3/25/2019,Small cladocera,3218.466627
2019,BSW1,Wetland,Butte Sink,3/25/2019,Copepoda,92628.17688
2019,BSW1,Wetland,Butte Sink,3/25/2019,Large cladocera,212.2065908
2019,BSW1,Wetland,Butte Sink,3/25/2019,Rotifera,12201.87897
2019,BSW1,Wetland,Butte Sink,3/25/2019,Small cladocera,5199.061474
2019,BSW2,Wetland,Butte Sink,3/25/2019,Copepoda,37348.35998
2019,BSW2,Wetland,Butte Sink,3/25/2019,Large cladocera,12520.18886
2019,BSW2,Wetland,Butte Sink,3/25/2019,Rotifera,424.4131816
2019,BSW2,Wetland,Butte Sink,3/25/2019,Small cladocera,49444.13565
2019,FRC1,River channel,Feather River,3/25/2019,Copepoda,462.501544
2019,FRC1,River channel,Feather River,3/25/2019,Large cladocera,32.64716781
2019,FRC1,River channel,Feather River,3/25/2019,Ostracoda,2.720597318
2019,FRC1,River channel,Feather River,3/25/2019,Rare,8.161791953
2019,FRC1,River channel,Feather River,3/25/2019,Rotifera,329.1922755
2019,FRC1,River channel,Feather River,3/25/2019,Small cladocera,367.2806379
2019,FRC1,River channel,Feather River,3/25/2019,Terrestrial insect,10.88238927
2019,SRC1,River channel,Sacramento River,3/25/2019,Aquatic insect,2.122065908
2019,SRC1,River channel,Sacramento River,3/25/2019,Copepoda,148.5446136
2019,SRC1,River channel,Sacramento River,3/25/2019,Large cladocera,8.488263632
2019,SRC1,River channel,Sacramento River,3/25/2019,Rare,3.536776513
2019,SRC1,River channel,Sacramento River,3/25/2019,Rotifera,19.80594847
2019,SRC1,River channel,Sacramento River,3/25/2019,Small cladocera,25.46479089
2019,SRC1,River channel,Sacramento River,3/25/2019,Terrestrial insect,1.414710605
2019,SRC2,River channel,Sacramento River,3/25/2019,Aquatic insect,1.414710605
2019,SRC2,River channel,Sacramento River,3/25/2019,Copepoda,152.4350677
2019,SRC2,River channel,Sacramento River,3/25/2019,Large cladocera,7.073553026
2019,SRC2,River channel,Sacramento River,3/25/2019,Rare,5.658842421
2019,SRC2,River channel,Sacramento River,3/25/2019,Rotifera,16.97652726
2019,SRC2,River channel,Sacramento River,3/25/2019,Small cladocera,9.902974237
2019,SRC2,River channel,Sacramento River,3/25/2019,Terrestrial insect,0.707355303
2019,SRC3,River channel,Sacramento River,3/25/2019,Aquatic insect,1.414710605
2019,SRC3,River channel,Sacramento River,3/25/2019,Copepoda,116.7136249
2019,SRC3,River channel,Sacramento River,3/25/2019,Large cladocera,4.951487118
2019,SRC3,River channel,Sacramento River,3/25/2019,Rare,4.951487118
2019,SRC3,River channel,Sacramento River,3/25/2019,Rotifera,25.46479089
2019,SRC3,River channel,Sacramento River,3/25/2019,Small cladocera,17.68388257
2019,SRC3,River channel,Sacramento River,3/25/2019,Terrestrial insect,0.707355303
2019,SRC4,River channel,Sacramento River,3/25/2019,Copepoda,369.0549405
2019,SRC4,River channel,Sacramento River,3/25/2019,Large cladocera,26.14139162
2019,SRC4,River channel,Sacramento River,3/25/2019,Rare,7.560500517
2019,SRC4,River channel,Sacramento River,3/25/2019,Rotifera,3.075457838
2019,SRC4,River channel,Sacramento River,3/25/2019,Small cladocera,69.08130673
2019,SRC4,River channel,Sacramento River,3/25/2019,Terrestrial insect,9.109878898
2019,UBC1,Canal channel,Upper Bypass,3/25/2019,Copepoda,3819.718634
2019,UBC1,Canal channel,Upper Bypass,3/25/2019,Large cladocera,813.458598
2019,UBC1,Canal channel,Upper Bypass,3/25/2019,Rotifera,1414.710605
2019,UBC1,Canal channel,Upper Bypass,3/25/2019,Small cladocera,5729.577951
2019,UBW1,Wetland,Upper Bypass,3/25/2019,Copepoda,3200.782744
2019,UBW1,Wetland,Upper Bypass,3/25/2019,Large cladocera,247.5743559
2019,UBW1,Wetland,Upper Bypass,3/25/2019,Rare,35.36776513
2019,UBW1,Wetland,Upper Bypass,3/25/2019,Rotifera,141.4710605
2019,UBW1,Wetland,Upper Bypass,3/25/2019,Small cladocera,4739.280528
2019,FRC1,River channel,Feather River,4/1/2019,Aquatic insect,14.14710605
2019,FRC1,River channel,Feather River,4/1/2019,Copepoda,332.4569922
2019,FRC1,River channel,Feather River,4/1/2019,Large cladocera,63.66197724
2019,FRC1,River channel,Feather River,4/1/2019,Rare,25.9363611
2019,FRC1,River channel,Feather River,4/1/2019,Rotifera,99.02974237
2019,FRC1,River channel,Feather River,4/1/2019,Small cladocera,219.2801438
2019,FRC1,River channel,Feather River,4/1/2019,Terrestrial insect,7.073553026
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Aquatic insect,30.31522726
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Copepoda,1106.393516
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Large cladocera,121.260909
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Ostracoda,20.2101515
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Rare,35.36776513
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Rotifera,50.52537876
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Small cladocera,3511.513824
2019,LBA2,Agriculture,Lower Bypass,4/1/2019,Terrestrial insect,35.36776513
2019,SRC1,River channel,Sacramento River,4/1/2019,Aquatic insect,7.073553026
2019,SRC1,River channel,Sacramento River,4/1/2019,Copepoda,209.0627894
2019,SRC1,River channel,Sacramento River,4/1/2019,Large cladocera,14.14710605
2019,SRC1,River channel,Sacramento River,4/1/2019,Ostracoda,2.357851009
2019,SRC1,River channel,Sacramento River,4/1/2019,Rare,4.715702018
2019,SRC1,River channel,Sacramento River,4/1/2019,Rotifera,35.36776513
2019,SRC1,River channel,Sacramento River,4/1/2019,Small cladocera,63.66197724
2019,SRC1,River channel,Sacramento River,4/1/2019,Terrestrial insect,7.073553026
2019,SRC2,River channel,Sacramento River,4/1/2019,Copepoda,196.9984518
2019,SRC2,River channel,Sacramento River,4/1/2019,Large cladocera,12.02504014
2019,SRC2,River channel,Sacramento River,4/1/2019,Rare,2.829421211
2019,SRC2,River channel,Sacramento River,4/1/2019,Rotifera,16.97652726
2019,SRC2,River channel,Sacramento River,4/1/2019,Small cladocera,16.97652726
2019,SRC3,River channel,Sacramento River,4/1/2019,Aquatic insect,10.25665189
2019,SRC3,River channel,Sacramento River,4/1/2019,Copepoda,384.0349831
2019,SRC3,River channel,Sacramento River,4/1/2019,Large cladocera,21.75117556
2019,SRC3,River channel,Sacramento River,4/1/2019,Rare,5.128325944
2019,SRC3,River channel,Sacramento River,4/1/2019,Rotifera,26.8795015
2019,SRC3,River channel,Sacramento River,4/1/2019,Small cladocera,31.65414979
2019,SRC3,River channel,Sacramento River,4/1/2019,Terrestrial insect,2.652582385
2019,SRC4,River channel,Sacramento River,4/1/2019,Aquatic insect,11.78925504
2019,SRC4,River channel,Sacramento River,4/1/2019,Copepoda,884.1941283
2019,SRC4,River channel,Sacramento River,4/1/2019,Large cladocera,11.78925504
2019,SRC4,River channel,Sacramento River,4/1/2019,Rotifera,58.94627522
2019,SRC4,River channel,Sacramento River,4/1/2019,Small cladocera,1733.020491
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Aquatic insect,35.36776513
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Copepoda,1234.335003
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Large cladocera,73.09338127
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Rare,21.22065908
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Rotifera,88.41941283
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Small cladocera,5529.160616
2019,UBA1,Agriculture,Upper Bypass,4/1/2019,Terrestrial insect,11.78925504
2019,UBC1,Canal channel,Upper Bypass,4/1/2019,Copepoda,1520.813901
2019,UBC1,Canal channel,Upper Bypass,4/1/2019,Large cladocera,247.5743559
2019,UBC1,Canal channel,Upper Bypass,4/1/2019,Rotifera,477.4648293
2019,UBC1,Canal channel,Upper Bypass,4/1/2019,Small cladocera,2192.801438
2019,UBC1,Canal channel,Upper Bypass,4/1/2019,Terrestrial insect,17.68388257
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Aquatic insect,28.29421211
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Copepoda,604.28353
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Large cladocera,155.6181666
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Ostracoda,35.36776513
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Rare,85.89314389
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Rotifera,131.3659848
2019,UBW1,Wetland,Upper Bypass,4/1/2019,Small cladocera,4703.912762
2019,BSC1,Canal channel,Butte Sink,4/2/2019,Copepoda,559.3159429
2019,BSC1,Canal channel,Butte Sink,4/2/2019,Large cladocera,56.98139938
2019,BSC1,Canal channel,Butte Sink,4/2/2019,Rare,14.14710605
2019,BSC1,Canal channel,Butte Sink,4/2/2019,Rotifera,15.71900673
2019,BSC1,Canal channel,Butte Sink,4/2/2019,Small cladocera,2481.638187
2019,BSW1,Wetland,Butte Sink,4/2/2019,Copepoda,24828.17112
2019,BSW1,Wetland,Butte Sink,4/2/2019,Large cladocera,11671.36249
2019,BSW1,Wetland,Butte Sink,4/2/2019,Rotifera,1273.239545
2019,BSW1,Wetland,Butte Sink,4/2/2019,Small cladocera,32043.19521
2019,BSW2,Wetland,Butte Sink,4/2/2019,Copepoda,28541.78646
2019,BSW2,Wetland,Butte Sink,4/2/2019,Large cladocera,8488.263632
2019,BSW2,Wetland,Butte Sink,4/2/2019,Rotifera,1273.239545
2019,BSW2,Wetland,Butte Sink,4/2/2019,Small cladocera,38621.59952
2019,BSC1,Canal channel,Butte Sink,4/8/2019,Copepoda,291.7840623
2019,BSC1,Canal channel,Butte Sink,4/8/2019,Large cladocera,5.894627522
2019,BSC1,Canal channel,Butte Sink,4/8/2019,Rare,23.57851009
2019,BSC1,Canal channel,Butte Sink,4/8/2019,Rotifera,23.57851009
2019,BSC1,Canal channel,Butte Sink,4/8/2019,Small cladocera,1143.557739
2019,BSW1,Wetland,Butte Sink,4/8/2019,Copepoda,59842.2586
2019,BSW1,Wetland,Butte Sink,4/8/2019,Large cladocera,5517.371361
2019,BSW1,Wetland,Butte Sink,4/8/2019,Ostracoda,212.2065908
2019,BSW1,Wetland,Butte Sink,4/8/2019,Small cladocera,86155.87586
2019,BSW1,Wetland,Butte Sink,4/8/2019,Terrestrial insect,212.2065908
2019,BSW2,Wetland,Butte Sink,4/8/2019,Copepoda,13369.01522
2019,BSW2,Wetland,Butte Sink,4/8/2019,Large cladocera,4986.854884
2019,BSW2,Wetland,Butte Sink,4/8/2019,Small cladocera,22069.48544
2019,FRC1,River channel,Feather River,4/8/2019,Aquatic insect,7.073553026
2019,FRC1,River channel,Feather River,4/8/2019,Copepoda,521.6745357
2019,FRC1,River channel,Feather River,4/8/2019,Large cladocera,35.36776513
2019,FRC1,River channel,Feather River,4/8/2019,Rare,17.68388257
2019,FRC1,River channel,Feather River,4/8/2019,Rotifera,169.7652726
2019,FRC1,River channel,Feather River,4/8/2019,Small cladocera,169.7652726
2019,LBA1,Agriculture,Lower Bypass,4/8/2019,Copepoda,393.8682935
2019,LBA1,Agriculture,Lower Bypass,4/8/2019,Large cladocera,3.536776513
2019,LBA1,Agriculture,Lower Bypass,4/8/2019,Rare,45.97809467
2019,LBA1,Agriculture,Lower Bypass,4/8/2019,Rotifera,28.93726238
2019,LBA1,Agriculture,Lower Bypass,4/8/2019,Small cladocera,3626.482027
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Copepoda,979.1818404
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Large cladocera,495.1487118
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Rare,55.57791664
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Rotifera,56.58842421
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Small cladocera,6901.766739
2019,LBA2,Agriculture,Lower Bypass,4/8/2019,Terrestrial insect,14.14710605
2019,SRC1,River channel,Sacramento River,4/8/2019,Aquatic insect,4.951487118
2019,SRC1,River channel,Sacramento River,4/8/2019,Copepoda,366.4100468
2019,SRC1,River channel,Sacramento River,4/8/2019,Large cladocera,15.56181666
2019,SRC1,River channel,Sacramento River,4/8/2019,Rare,2.652582385
2019,SRC1,River channel,Sacramento River,4/8/2019,Rotifera,11.31768484
2019,SRC1,River channel,Sacramento River,4/8/2019,Small cladocera,23.34272499
2019,SRC2,River channel,Sacramento River,4/8/2019,Aquatic insect,11.78925504
2019,SRC2,River channel,Sacramento River,4/8/2019,Copepoda,308.8784821
2019,SRC2,River channel,Sacramento River,4/8/2019,Large cladocera,11.78925504
2019,SRC2,River channel,Sacramento River,4/8/2019,Ostracoda,2.357851009
2019,SRC2,River channel,Sacramento River,4/8/2019,Rare,2.357851009
2019,SRC2,River channel,Sacramento River,4/8/2019,Rotifera,30.65206311
2019,SRC2,River channel,Sacramento River,4/8/2019,Small cladocera,18.86280807
2019,SRC2,River channel,Sacramento River,4/8/2019,Terrestrial insect,2.357851009
2019,SRC3,River channel,Sacramento River,4/8/2019,Aquatic insect,12.3787178
2019,SRC3,River channel,Sacramento River,4/8/2019,Copepoda,419.1080168
2019,SRC3,River channel,Sacramento River,4/8/2019,Large cladocera,12.3787178
2019,SRC3,River channel,Sacramento River,4/8/2019,Ostracoda,3.536776513
2019,SRC3,River channel,Sacramento River,4/8/2019,Rare,3.536776513
2019,SRC3,River channel,Sacramento River,4/8/2019,Rotifera,22.98904734
2019,SRC3,River channel,Sacramento River,4/8/2019,Small cladocera,107.8716837
2019,SRC3,River channel,Sacramento River,4/8/2019,Terrestrial insect,7.073553026
2019,SRC4,River channel,Sacramento River,4/8/2019,Aquatic insect,14.14710605
2019,SRC4,River channel,Sacramento River,4/8/2019,Copepoda,431.4867346
2019,SRC4,River channel,Sacramento River,4/8/2019,Large cladocera,99.02974237
2019,SRC4,River channel,Sacramento River,4/8/2019,Rare,21.22065908
2019,SRC4,River channel,Sacramento River,4/8/2019,Rotifera,106.1032954
2019,SRC4,River channel,Sacramento River,4/8/2019,Small cladocera,1365.195734
2019,SRC4,River channel,Sacramento River,4/8/2019,Terrestrial insect,7.073553026
2019,UBA1,Agriculture,Upper Bypass,4/8/2019,Copepoda,1980.594847
2019,UBA1,Agriculture,Upper Bypass,4/8/2019,Ostracoda,35.36776513
2019,UBA1,Agriculture,Upper Bypass,4/8/2019,Rotifera,247.5743559
2019,UBA1,Agriculture,Upper Bypass,4/8/2019,Small cladocera,5482.003595
2019,UBA1,Agriculture,Upper Bypass,4/8/2019,Terrestrial insect,35.36776513
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Aquatic insect,10.10507575
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Copepoda,1500.603749
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Large cladocera,434.5182573
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Rare,10.10507575
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Rotifera,70.73553026
2019,UBC1,Canal channel,Upper Bypass,4/8/2019,Small cladocera,1313.659848
2019,UBW1,Wetland,Upper Bypass,4/8/2019,Copepoda,1485.446136
2019,UBW1,Wetland,Upper Bypass,4/8/2019,Large cladocera,165.0495706
2019,UBW1,Wetland,Upper Bypass,4/8/2019,Rare,117.8925504
2019,UBW1,Wetland,Upper Bypass,4/8/2019,Rotifera,188.6280807
2019,UBW1,Wetland,Upper Bypass,4/8/2019,Small cladocera,4550.652447
2020,SRC4,River channel,Sacramento River,1/8/2020,Aquatic insect,6.274643586
2020,SRC4,River channel,Sacramento River,1/8/2020,Copepoda,334.6476579
2020,SRC4,River channel,Sacramento River,1/8/2020,Large cladocera,66.92953158
2020,SRC4,River channel,Sacramento River,1/8/2020,Ostracoda,2.091547862
2020,SRC4,River channel,Sacramento River,1/8/2020,Rare,2.091547862
2020,SRC4,River channel,Sacramento River,1/8/2020,Rotifera,60.654888
2020,SRC4,River channel,Sacramento River,1/8/2020,Small cladocera,351.3800408
2020,SRC4,River channel,Sacramento River,1/8/2020,Terrestrial insect,2.091547862
2020,BSC1,Canal channel,Butte Sink,1/13/2020,Aquatic insect,52.47633541
2020,BSC1,Canal channel,Butte Sink,1/13/2020,Copepoda,675.1955156
2020,BSC1,Canal channel,Butte Sink,1/13/2020,Large cladocera,388.3248821
2020,BSC1,Canal channel,Butte Sink,1/13/2020,Rotifera,129.4416274
2020,BSC1,Canal channel,Butte Sink,1/13/2020,Small cladocera,934.0787704
2020,BSW1,Wetland,Butte Sink,1/13/2020,Copepoda,10113.92181
2020,BSW1,Wetland,Butte Sink,1/13/2020,Large cladocera,12534.34754
2020,BSW1,Wetland,Butte Sink,1/13/2020,Small cladocera,43394.77564
2020,BSW2,Wetland,Butte Sink,1/13/2020,Copepoda,7718.519277
2020,BSW2,Wetland,Butte Sink,1/13/2020,Large cladocera,144633.1766
2020,BSW2,Wetland,Butte Sink,1/13/2020,Rotifera,9262.223133
2020,BSW2,Wetland,Butte Sink,1/13/2020,Small cladocera,4749.858017
2020,FRC1,River channel,Feather River,1/13/2020,Aquatic insect,64.24709288
2020,FRC1,River channel,Feather River,1/13/2020,Copepoda,12.46585384
2020,FRC1,River channel,Feather River,1/13/2020,Large cladocera,4.79455917
2020,FRC1,River channel,Feather River,1/13/2020,Rare,0.958911834
2020,FRC1,River channel,Feather River,1/13/2020,Rotifera,2.876735502
2020,FRC1,River channel,Feather River,1/13/2020,Small cladocera,46.02776803
2020,FRC1,River channel,Feather River,1/13/2020,Terrestrial insect,3.835647336
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Aquatic insect,119.6460447
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Copepoda,1222.098886
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Large cladocera,418.7611566
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Rotifera,239.2920895
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Small cladocera,623.8686619
2020,LBC1,Canal channel,Lower Bypass,1/13/2020,Terrestrial insect,17.09229211
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Aquatic insect,52.8792787
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Copepoda,428.909705
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Large cladocera,111.6340328
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Rotifera,47.00380329
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Small cladocera,699.181574
2020,LBC2,Canal channel,Lower Bypass,1/13/2020,Terrestrial insect,5.875475411
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Aquatic insect,123.9855386
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Copepoda,1115.869847
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Large cladocera,1215.058278
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Rare,49.59421544
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Rotifera,74.39132316
2020,LBW1,Wetland,Lower Bypass,1/13/2020,Small cladocera,2603.69631
2020,SRC2,River channel,Sacramento River,1/13/2020,Aquatic insect,306.5441146
2020,SRC2,River channel,Sacramento River,1/13/2020,Copepoda,62.56002339
2020,SRC2,River channel,Sacramento River,1/13/2020,Large cladocera,53.17601989
2020,SRC2,River channel,Sacramento River,1/13/2020,Rotifera,78.20002924
2020,SRC2,River channel,Sacramento River,1/13/2020,Small cladocera,259.6240971
2020,SRC2,River channel,Sacramento River,1/13/2020,Terrestrial insect,12.51200468
2020,SRC3,River channel,Sacramento River,1/13/2020,Aquatic insect,548.0133345
2020,SRC3,River channel,Sacramento River,1/13/2020,Copepoda,326.4760291
2020,SRC3,River channel,Sacramento River,1/13/2020,Large cladocera,40.80950363
2020,SRC3,River channel,Sacramento River,1/13/2020,Rare,11.65985818
2020,SRC3,River channel,Sacramento River,1/13/2020,Rotifera,34.97957454
2020,SRC3,River channel,Sacramento River,1/13/2020,Small cladocera,285.6665254
2020,SRC4,River channel,Sacramento River,1/13/2020,Aquatic insect,275.6243963
2020,SRC4,River channel,Sacramento River,1/13/2020,Copepoda,199.9627973
2020,SRC4,River channel,Sacramento River,1/13/2020,Large cladocera,72.95939901
2020,SRC4,River channel,Sacramento River,1/13/2020,Ostracoda,2.702199963
2020,SRC4,River channel,Sacramento River,1/13/2020,Rotifera,45.93739938
2020,SRC4,River channel,Sacramento River,1/13/2020,Small cladocera,305.3485959
2020,SRC4,River channel,Sacramento River,1/13/2020,Terrestrial insect,2.702199963
2020,UBC1,Canal channel,Upper Bypass,1/13/2020,Aquatic insect,99.9574551
2020,UBC1,Canal channel,Upper Bypass,1/13/2020,Copepoda,666.383034
2020,UBC1,Canal channel,Upper Bypass,1/13/2020,Large cladocera,832.9787925
2020,UBC1,Canal channel,Upper Bypass,1/13/2020,Small cladocera,4298.170569
2020,UBC2,Canal channel,Upper Bypass,1/13/2020,Aquatic insect,9.240698558
2020,UBC2,Canal channel,Upper Bypass,1/13/2020,Copepoda,817.8018224
2020,UBC2,Canal channel,Upper Bypass,1/13/2020,Large cladocera,452.7942294
2020,UBC2,Canal channel,Upper Bypass,1/13/2020,Rotifera,619.1268034
2020,UBC2,Canal channel,Upper Bypass,1/13/2020,Small cladocera,2652.080486
